start	end	text
1094680	1095680	他应该是
1095680	1097120	不会想要这样的事情发生
1097120	1098060	然后再来
1098060	1098740	第二个是
1098740	1100440	其实现在的这些价格
1100440	1101420	我们看到很多那种
1101420	1102360	涨价狂潮什么
1102360	1104120	他其实比较集中在
1104120	1105620	像是Data Center这边
1105620	1107120	因为这些大型的客户
1107120	1107560	对他来讲
1107560	1109340	像以下一个AI Server来说
1109340	1110140	他可能在
1110140	1112240	记忆体这边的Bomb Cost
1112240	1113600	就已经是跑30%去了
1113600	1115020	他成本有30%的记忆体
1115020	1116180	可是他们还是买得很高兴
1116180	1117040	因为对这些巨头来讲
1117040	1118300	他们太有钱了
1118300	1120060	那反映在消费端这边的话
1120060	1121480	可能就是有一些需求
1121480	1122160	被破坏掉
1122160	1122640	也就是说
1122640	1124020	当价格涨到某个位置
1124020	1125240	这电脑还可以用
1125240	1126580	GTA是可能
1126580	1128080	11月才出
1128080	1128740	10月才出
1128740	1129900	我现在不用急着换电脑
1129900	1131020	所以大家会选择
1131020	1132220	去遞延自己的消费
1132220	1133740	然后外加其实过去的盘面很好
1133740	1134520	大家都想要把钱
1134520	1135860	全部打进市场里面
1135860	1137040	所以我会觉得说
1137040	1138360	他比较不会是那种
1138360	1140240	就是可能超大范围的
1140240	1141680	你会注意到这种涨价
1141680	1142660	影响到大家的生活
1142660	1143900	反而是可能
1143900	1146220	他是集中在一些小范围内
1146220	1148020	当然不排除后面
1148020	1149220	会把它扩散出来
1149220	1150700	然后特别是这一波的财富效应
1150700	1152540	让很多人在股票市场赚到钱
1152540	1153760	一般我们一个说法是这样子
1153760	1153980	就是
1153980	1156860	当财富效应正在发生扩张的时候
1156860	1158420	也就是可能盘面狂涨的时候
1158420	1159540	大家会想说
1159540	1161600	理论上不是每个人都变有钱了吗
1161600	1162160	特别像美国
1162160	1163320	几乎大家都上车
1163320	1164960	因为他们有401K什么的
1164960	1167300	所以应该你变有钱
1167300	1168240	你就想多花钱
1168240	1169700	可是其实不一定是这样子
1169700	1170640	因为在盘很好的时候
1170640	1171400	大家会认为说
1171400	1174260	我现在不把钱丢进去市场里面的话
1174260	1175360	我的机会成本太高了
1175360	1176720	所以大家都会持续往市场里面丢
1176720	1177660	那会等到什么时候
1177660	1179340	就等到说可能盘面开始震荡
1179340	1180560	开始会修理人
1180560	1182580	修理人的频率开始变得很高
1182580	1183720	或者说开始
1183720	1184800	也会有很多的
1184800	1186520	那种袋鼠盘的现象产生的时候
1186520	1187840	然后大家会产生一个想法
1187840	1189320	像我最近就开始产生这种想法
1189320	1190520	马的赔掉不如花掉
1190520	1191740	那这时候可能就会去
1191740	1193940	把一些股票的资产拉出来
1193940	1195160	然后可能去买别的东西
1195160	1195900	所以我觉得说
1195900	1197720	可能一些消费是在那个时候才会发生
1197720	1198960	所以等到那个时候
1198960	1200120	我们再来观察说
1200120	1201220	现在这些涨价
1201220	1202440	到底会不会去
1202440	1204460	非常大幅度的冲击消费
1204460	1206640	它会比较准一点点
1206640	1208000	就是需求到底会不会破坏掉
1208000	1210280	那时候看会相对的准一点点
1210280	1212140	那不然说像台湾的一些房地产市场
1212140	1212560	我觉得也是
1212560	1213760	因为过去很多炒房的资金
1213760	1215080	现在也都丢进去股票市场里面
1215080	1216520	你应该都在报道上面看到什么
1216520	1217700	世代同堂力都有的没有的
1217700	1218400	每个人都在借钱
1218400	1220500	对那可能就是要等到市场
1220500	1221380	稍微告一个段落之后
1221380	1222360	你就会注意到说这些钱
1222360	1223460	有些我自己猜测
1223460	1224920	它就会回溜回去房地产
1224920	1226560	或者跑去买其他的东西
1226560	1228540	那应该是后面会有机会看到的一个情形
1228540	1229760	反正总之会认为说
1229760	1232540	它没有太大的一个压力
1232540	1235220	需要在短期内去做一个急迫的升息
1235220	1236940	我就觉得这个应该也不是
1236940	1238480	最主要的一个核心的理由
1238480	1239720	所以纵观下来
1239720	1240660	我觉得不是战争
1242560	1243460	说什么快速升息
1243460	1245300	我觉得应该rebalance那个
1245300	1246540	就你硬要去找一个理由的话
1246540	1248180	这个东西是比较接近的
1248180	1249560	至于市场上其他人讲的
1249560	1250640	那什么AI泡沫什么的
1250640	1251340	这个你就听听就好
1251340	1253320	因为那些AI泡沫论者
1253320	1255300	从2023、2024一路讲到现在
1255300	1256740	他总会有对的一天
1256740	1257200	你懂吗
1257200	1258700	他总会有一天被他讲中
1258700	1261340	可是他错过的是这么大段的一个东西
1261340	1263760	所以我觉得那个就稍微看看就好
1263760	1265620	但我最近确实是有跟自己的身边朋友
1265620	1266620	讨论到一件事情
1266620	1269000	就是这些科技巨头的股东
1269000	1270940	会不会开始有一些坐不住了
1270940	1271720	为什么
1271720	1272540	因为你看到说
1272540	1273740	像美光的毛利率80几
1273740	1274960	他搞不好在接下来几个Q
1274960	1275940	甚至会上到90几
1275940	1276580	就是暴利
1276580	1278300	他现在是随便卖随便赚
1278300	1279820	那这些科技巨头
1279820	1281520	他们是付钱的支出方
1281520	1283200	他们也是去做出应用
1283200	1284400	然后真的去实践
1284400	1286500	AI导入大家的生活中
1286500	1287980	去改变大家生活的那一方
1287980	1290220	可是他们的股价的表现非常不好
1290220	1291280	他们的cash flow
1291280	1293460	有些可能甚至要跑到负值去了
1293460	1296120	所以在这样的一个状况之下
1296120	1298840	是不是就是会开始有一些检讨的声音出现
1298840	1299520	这个是有机会
1299520	1301080	虽然可能在DeepSeek那一波
1301080	1302300	就有类似在市场上
1302300	1302520	有这样的一个状况
1302520	1303140	这样子一个讨论
1303140	1304560	那后面因为DeepSeek
1304560	1305860	他并没有烧得很大
1305860	1306860	他是造成一些改变
1306860	1307160	没错
1307160	1308820	就是大家把一些注意力
1308820	1309980	可能发到开源模型去
1309980	1312560	可是那时候并没有造成这么大的一个讨论
1312560	1313640	那看这波有没有机会
1313640	1314980	去酝酿出这样的一个讨论
1314980	1316100	就是这些巨头的股东
1316100	1316940	会不会开始住不住
1316940	1317580	然后觉得说
1317580	1319980	这些钱都付给这些零组件厂商
1319980	1320660	被他赚走了
1320660	1321800	我们全部买的这么急
1321800	1324000	可是成效不一定有看到
1324000	1325620	那我们是不是还是要推的这么快
1325620	1326720	就后面去注意一下
1326720	1328740	有没有这样的论述跑出来的可能性
1328740	1330680	我觉得可能盘面再继续转差的时候
1330680	1332600	就会有这样子论述跑出来的可能性
1332600	1333800	那到时候再来看
1333800	1335000	会不会对市场的Sentiment
1335000	1336080	造成一些影响
1336080	1338680	那目前我们看下来会觉得
1338680	1341680	特别是我最近有少了一些
1341680	1343260	这些巨头们
1343260	1345480	他们去Deploy AI伺服器的数字
1345480	1347140	他们在台系供应链的拉货
1347140	1348120	目前看起来
1348120	1349720	还是没有什么太多的问题
1349720	1352160	那当然至于是不是要去杀估值什么
1352160	1353840	这个我就没有办法去做太多判断
1353840	1356380	可是纯就产业层面来看
1356380	1358340	其实有蛮多事情都还在酝酿中
1358340	1358880	所以我觉得
1358880	1360600	比较像是一个市场信心
1360600	1362160	短期内的丢失
1362160	1363800	就跟过去几波的一些修正
1363800	1364620	可能是比较类似
1364620	1367240	像是2026年的3月的那一波
1367240	1368240	也是正当的修
1368240	1370120	然后再来就是可能6月初的那一波
1370120	1371680	我觉得现在是比较偏向这样的一个情形
1371680	1374400	但是因为真的已经有一些东西开始出现
1374400	1375900	它是跑到季线下面去的
1375900	1377960	所以还是要自己稍微的注意一下
1377960	1380040	因为你可能去看到大盘的位置
1380040	1381060	还是蛮不错的
1381060	1383320	还是有机会踩到大军线继续进攻
1383320	1384740	可是你自己手上不会
1384740	1385740	如果开始发现说
1385740	1387240	它站不回去的话
1387240	1389460	这个要稍微的注意一下
1389460	1390340	即便它可能是
1390340	1391220	AI相关的东西
1391220	1393360	即便它可能是市场上一些大体裁
1393360	1394620	但资金没有在这边
1394620	1396380	它就是可能会比较难上去
1396380	1398460	也就是说你可能掉季线的部分
1398460	1400280	是一个以价值投资来讲
1400280	1401340	相对好的买点
1401340	1402260	但你就有机会要等
1402260	1402940	有机会要等
1402940	1405060	这个可能是稍微要看一下的
1405060	1406440	好 接下来我们来稍微的聊一下
1406440	1407980	苹果的涨价话题
1407980	1409420	苹果终于是撑不住了
1409420	1411740	也在机器的价格高涨的状况之下
1411740	1413000	拿他们去上修了
1413000	1413820	我们也就是看到说
1413820	1414420	像是MacBook
1414420	1415740	或是一些产品线的价格
1415740	1418940	拉了大概十几到二十%左右的一个位置
1418940	1421280	那在这个时间涨价还蛮有趣的
1421280	1422420	就本来可能大家想象会
1422420	1424060	它跟着一些新品去做涨价
1424060	1424700	可能是还OK
1424700	1426220	但它选择在这个时间
1426220	1427760	某个程度上去涨了一些
1427760	1429960	像是可以把它称为是旧品的东西
1429960	1431080	那是不是代表说
1431080	1432940	它在新品的涨价
1432940	1434300	也先去做了一个预热
1434300	1435500	就这个东西后面丢出来
1435500	1436120	也会是一个
1436120	1438380	就是可能会让一些人吓到的价格
1438380	1439700	但是让一些人吓到的价格
1439700	1441800	不代表会让果粉吓到
1441800	1442540	这个非常重要
1442540	1443600	所以有时候在市场里面
1443600	1444700	去讨论一些话题的时候
1444700	1446020	我觉得首先你要先定义出
1446020	1447000	你的客人是谁
1447000	1447940	然后再来就是
1448940	1449940	讨论的时候你要知道
1449940	1452280	对方是不是跟你是同一类型的人
1452280	1454540	就是我们有时候会知道说
1454540	1455980	反正河水不犯井水
1455980	1458120	大家其实是在不同圈子的东西
1458120	1459520	有些人去买苹果的
1459520	1461120	他们把它称为是臭盘子
1461120	1462120	那这些臭盘子
1462120	1463860	其实他一辈子也不会跑去买安卓
1463860	1464920	那安卓的一辈子
1464920	1465940	可能也不会跑去买苹果
1465940	1467240	所以你们在那边互干了半天
1467240	1469240	其实大家是彼此不影响对方
1469240	1470880	只有在一些特殊的场域上
1470880	1472480	像在游戏业界
1472480	1475200	很常会因为外面的一些DI的言论
1475200	1476800	然后去改变游戏的设计
1476800	1478360	可是他们最终也开始发现说
1478360	1480980	其实很多在对这些游戏的
1480980	1482920	所谓的多元价值去做批评的人
1482920	1485280	他们本身不太会买游戏
1485280	1487500	蛮多游戏商注意到这件事情了
1487500	1488120	所以他们知道说
1488120	1489560	他真的要去巩固的
1489560	1490680	其实是他的客人
1490680	1491680	而不是那一些
1491680	1493880	可能就是在场外含烧的人
1493880	1494800	所以一样的道理
1494800	1496680	你说苹果这个涨价数字高不高
1496680	1498340	以我自己身为果粉的角度来说
1498340	1499760	我觉得一定是高的
1499760	1500840	但你说会不会继续买
1500840	1501680	就还是会买
1501680	1502360	听到这边
1502360	1503180	你不是果粉
1503180	1504900	就是说妈的你这个臭盘子
1504900	1506540	可是果粉的听到这边就觉得说
1506540	1506780	啊
1506780	1507520	那不就是这样子
1507520	1508140	那其实老实讲
1508140	1510020	你说这个记忆体的markup价格
1510020	1511160	苹果他确实是
1511160	1512880	在记忆体这边呢
1512880	1514520	是做了蛮多的涨价了
1514520	1515800	就是说他不可能的
1515800	1518020	很老实去反映他原物料的价格
1518020	1518560	我随便举例
1518560	1519120	假设记忆体
1519120	1520360	他多差一条
1520360	1521700	那成本假设是10块好了
1521700	1523280	从10块变20块的成本
1523280	1523960	他不可能
1523960	1525460	他就是在售价上面加你10块
1525460	1526660	因为他有他的毛利要顾
1526660	1527640	然后再来就是说
1527640	1528860	也有品牌价值这一点
1528860	1529760	然后这点可能就是说
1529760	1530560	一样我刚才前面讲的
1530560	1531340	井水不犯河水
1531340	1532600	不懂的人就是永远不会懂
1532600	1533120	啊懂的人
1533120	1534700	其实也不需要去做太多的说明
1534700	1536100	但我们这边还是稍微说明一下
1536100	1537880	简单来讲就是说
1537880	1540180	一个爱马仕的包包
1540180	1543020	他在上面去多给你几个毛钉
1543020	1544780	或是什么多缝个几块皮革
1544780	1547240	他可以多卖你几千上万
1547240	1548960	那可是如果你今天是一个
1548960	1550320	不知道华强北那边
1550320	1551580	假设有在弄包包的话
1551580	1552620	那这个包包
1552620	1553740	你额外再打一个毛钉
1553740	1555400	他可能就是成本价
1555400	1556760	然后再额外加一点点
1556760	1557540	就这样就给你
1557540	1559160	那可是你会说
1559160	1560620	所以买华强北的包包
1560620	1561320	就比爱马仕
1561320	1561960	划算吗
1561960	1562580	OK对
1562580	1563160	这是可能是一个
1563160	1564320	比较极端的举例
1564320	1566120	那一样见仁见智
1566120	1567640	以他手机的角度来讲
1567640	1568980	我还是不会去买
1568980	1571220	可能就是中细手机之类的
1571220	1572060	我就是会买苹果
1572060	1573760	那可是以包包角度来讲
1573760	1574700	我还真的可能会去买
1574700	1575780	那个华强北的包包
1575780	1576940	所以一样的道理就是
1576940	1577740	这个东西
1577740	1579260	它是比较属于一个
1579260	1580260	见仁见智的东西
1580260	1582140	所以你在网上看到很多吵架
1582140	1583100	他们其实是一个
1583100	1585200	就是大家互相在倾谈
1585200	1586120	你们吵了半天
1586120	1587040	其实你们彼此的生活
1587040	1588340	都还是会去走各自的路
1588340	1589220	你觉得对方是白痴
1589220	1590700	对方刚好也觉得你是白痴
1590700	1591840	那可是呢
1591840	1592960	要注意的点是
1592960	1595060	这个东西会不会真的影响到
1595060	1596860	实际上会买这个产品的人
1596860	1598340	这个才是可能在
1598340	1599560	各种话题里面
1599560	1600580	要讨论的一个重点
1600580	1601880	那其实这种东西呢
1601880	1603480	也不用去做太多网络的辩驳
1603480	1604820	最后面直接看销量就好
1604820	1605440	就类似说
1605440	1607420	我们去做股票上的投资
1607420	1608840	你不用去讨论太多
1608840	1610100	那种战争的话题
1610100	1610900	大概知道就好
1610900	1612060	最后面直接看油价就好
1612060	1613320	因为那就是一个结果嘛
1613320	1614200	那一样的道理
1614200	1615180	如果我们今天注意到
1615180	1617060	销量的数字是跑得不好的话
1617060	1618260	那就反映了
1618260	1619460	它这个价格可能就是
1619460	1621180	不被它本来的消费者接受
1621180	1621880	然后再来就是
1621880	1623600	可能新的想加入的消费者
1623600	1625080	也会因为这样子会却步
1625080	1626700	所以才反映到你的销量是不好
1626700	1628000	那时候可能就等到
1628000	1630060	用销量去做一个佐证就最好了
1630060	1631700	所以像前阵子不是蛮多人
1631700	1633280	也是整天在凑苹果说什么
1633280	1634260	你跟不到AI时代
1634260	1635000	你表现不好吗
1635000	1636020	可是呢太香了
1636020	1638660	因为那时候以各家其他手机OEM
1638660	1640340	他们为了要去反映记忆体的涨价
1640340	1641800	严格上来说不是说什么
1641800	1643140	他们先涨价
1643140	1644280	他们是比较黑心的
1644280	1646160	应该是说苹果的价格年性
1646160	1647280	一般来说都是比较高
1647280	1648540	它提早就已经在上面
1648540	1649500	它毛利是比较肥
1649500	1650880	所以它不用这么快去反映
1650880	1652280	那些中系的OEM
1652280	1653340	或是一些什么韩系
1653340	1654640	或说美系的手机
1654640	1655420	可能没有办法
1655420	1656640	它没有这么大的一个护城额
1656640	1657620	它立刻去做反映
1657620	1660260	所以在当下的一个相对之下
1660260	1662020	大家觉得苹果是相对划算的
1662020	1663020	所以导致说苹果那时候
1663020	1664140	冲一波销量出来
1664140	1665780	可是苹果如果现在
1665780	1667280	它也跟进了这个涨价
1667280	1669460	那我们就要去看后续的一个
1669460	1671080	这个销量的表现是怎么样
1671080	1672060	然后再来判断说
1672060	1673380	这个涨价到底消费者
1673380	1674160	吃不吃得下去
1674160	1675320	有时候你觉得吃不下去
1675320	1678100	可能只是你不是它的受众
1678100	1679200	所以这个可能要理性一点
1679200	1680160	去看会比较准一点
1680160	1681200	但一般来说
1681200	1683100	我们看到这种涨价的东西
1683100	1685920	会是报一个比较正向的讯号
1685920	1687540	不然说像是供应链的这边涨价
1687540	1689280	除非说你看到这个涨价
1689280	1691100	是客户已经拒绝去吃了
1691100	1691960	你才会去担心
1691960	1693820	那以目前在AI端来说
1693820	1695180	我觉得蛮多做供应链的
1695180	1696760	其实我们的胃口也被养坏掉了
1696760	1697900	就会觉得说这些涨价
1697900	1699260	怎么看到那种波纤布
1699260	1701200	或是你看到什么Q布
1701200	1703100	然后或者是各式各样的原物料
1703100	1704480	零组件 被动元件 记忆体
1704480	1705520	你知道你怎么涨
1705520	1706760	这些亏巨头都会买单吗
1706760	1707820	所以大家已经是
1707820	1709360	丧失了那种风险意识
1709360	1710800	反正怎么涨他们都会买单
1710800	1712240	只要是涨价就等于是好消息
1712240	1713460	那消费端这边
1713460	1714680	其实是要比较小心一点的
1714680	1717260	因为它最终要面对的是普罗百姓
1717260	1718560	那普罗百姓不是他妈的
1718560	1720180	每个都有在做股票炒房地产
1720180	1721860	或者说他盛观发财赚很多钱
1721860	1723060	有蛮多可能是
1723060	1724840	他就是拿一个差不多的薪水
1724840	1726420	所以一个东西贵了20%
1726420	1727160	贵了30%
1727160	1728280	它不像那些亏巨头
1728280	1729400	反正无条件接受
1729400	1730720	我就知道去参与AI竞赛
1730720	1731240	我一定会买
1731240	1732640	那消费者可能有些就
1732640	1733480	真的就不买了
1733480	1735220	所以他就会直接很血淋淋的
1735220	1736580	反映在他的销量上面
1736580	1737860	所以这可能也解释了
1737860	1738980	就是为什么你看到一些
1738980	1739700	供应链的股票
1739700	1740620	你听到涨价
1740620	1741600	基本上就等于说
1741600	1742420	一定会往上涨
1742420	1743860	可是为什么苹果的涨价
1743860	1744660	刚出来是一件碟
1744660	1745780	当然它隔一天又继续涨
1745780	1746720	所以这个还比较
1746720	1747420	我觉得neutral
1747420	1749080	你还没有办法下去做判断
1749080	1750140	还是要观察一下
1750140	1750820	因为其实我觉得
1750820	1752400	大家应该都很想问这个问题
1752400	1754320	就是现在终端消费市场
1754320	1755200	到底有没有利器
1755200	1756860	那现在比较难判断的主因
1756860	1758220	是因为过去的股票涨很多
1758220	1759280	大家理论上都相信
1759280	1761040	财富效应会蔓延出来
1761040	1761860	会买各种东西
1761860	1763080	可是因为就是股票一直在涨
1763080	1764280	所以大家不愿意出来
1764280	1765240	那出来之后
1765240	1766020	说不定你还会看到
1766020	1767040	一个消费的龙井
1767040	1768220	这个是有机会看到的
1768220	1769540	所以到时候那些涨价
1769540	1771100	不一定会对这些消费者
1771100	1771940	造成一些压力
1771940	1772900	这是有机会的
1772900	1774180	所以这个我们还是得
1774180	1775080	稍微的看一下
1775080	1776160	才可以去做一个
1776160	1778080	比较全面的判断
1778080	1779820	所以就大概评论一下这件事情
1779820	1781560	那快速的总结一下
1781560	1783520	其实去做Markup这件事情
1783520	1785100	它并不是苹果的一个专利
1785100	1786660	只是苹果它一般就是可能
1786660	1787820	毛利看起来特别厚
1787820	1789040	然后它的价格是特别廉
1789040	1789580	这是真的
1789580	1790600	可是其他人
1790600	1792060	其实也都会去做类似的事情
1792060	1793200	唯一一个比较老实
1793200	1794180	在反映价格是什么
1794180	1795160	是中细的OEM
1795160	1796380	可是中细的OEM
1796380	1797380	为什么会老实反映价格
1797380	1799680	因为他们就是用低价廉价
1799680	1801240	去做强势战略的动作
1801240	1803240	所以他当然会用一个
1803240	1804520	可能相对便宜的价格
1804520	1805660	Markup比较少的价格
1805660	1807360	去对市场做贩售
1807360	1808500	可是你会去买那个
1809820	1810980	就是可能经济真的不好
1810980	1812600	开始出现一些消费降级
1812600	1813660	像之前在中国这边
1813660	1814460	是看到说他们那种
1814460	1815600	整形机卖的特别好
1815600	1817100	就是可能经济比较差的时候
1817100	1818980	才会有大家往那个方向去挤的
1818980	1819720	一个样态
1819720	1820720	可是如果经济好的时候
1820720	1821620	其实蛮多人都是
1821620	1822900	很乐意去吃那个Markup
1822900	1824040	所以我们要看一下说
1824040	1824980	就是这一波记忆体
1824980	1826380	造成的一个影响
1826380	1828140	那它目前看起来
1828140	1829840	我觉得对记忆体厂商来说
1829840	1830860	压力不会太大
1830860	1831800	因为只要这些巨头
1831800	1832700	持续买单的话
1832700	1833480	消费性不好
1833480	1835020	你看美光直接把消费性放掉
1835020	1835860	它根本就没差了
1835860	1837340	可是如果说
1837340	1838300	怎么说
1838300	1839340	就是在消费性这边
1839340	1841600	你开始注意到一些收手
1841600	1842580	因为这些人
1842580	1843080	你要知道
1843080	1844540	其实在科技巨头上班的这些人
1844540	1845020	或者是说
1845020	1846540	炒股票赚钱这些人
1846540	1846940	他们最终
1846940	1848260	他们其实也都是消费者
1848260	1849680	那如果说外面的世界
1849680	1850880	开始产生一些影响
1850880	1851960	价格开始高涨
1851960	1852560	然后导致
1852560	1855200	大家不愿意去做一些支出的话
1855200	1856520	其实最终都会影响到
1856520	1857820	就是最核心的那些
1857820	1859260	甚至是跟AI有关的需求
1859260	1860100	只是这个现在要讲
1860100	1861000	我觉得是有点太早
1861000	1862060	但趁着播
1862060	1863220	反正现在外面也都是鬼故事
1863220	1864820	就一次把所有的鬼故事讨论完
1864820	1866640	我觉得大家就之后会
1866640	1867760	可以去感受到
1867760	1868580	之前跟大家分享的
1868580	1869180	为什么我会说
1869180	1870060	有时候在修正的时候
1870060	1871560	那个故事你知道就好
1871560	1872940	可是你不要太认真去看待它
1872940	1873900	因为你会发现
1873900	1874400	每一次
1874400	1875620	就是以过去来讲
1875620	1877000	其实波段往下跌
1877000	1878000	5到8%的那个
1878000	1879720	机会是蛮多的吧
1879720	1880840	以大盘的角度来讲
1880840	1882280	每次跌的时候
1882280	1883040	那些鬼故事
1883040	1884120	你在之后新高的时候
1884120	1884520	你回头看
1884520	1885980	其实真的就没有半个人在讨论
1885980	1887100	所以它有点像是说
1887100	1888240	反正不好的时候
1888240	1889400	会被拿出来当一个谈资
1889400	1891500	但我们简单的去做一个review
1891500	1893360	那目前对于产业的角度
1893360	1894640	还是跟过去一样
1894640	1895720	就是我们没有注意到
1895720	1896380	有太多
1896380	1897000	显著的
1897000	1898260	立刻会反转的一个可能性
1898260	1899120	但是呢
1899120	1899900	确实是可能因为
1899900	1901200	一些资金面的驱动
1901200	1902280	导致加盘面出现
1902280	1903240	一些不一样的状况
1903240	1904020	那些rebalance
1904020	1905200	可能会trigger一些事情
1905200	1906200	那一些股票
1906200	1907600	可能跌到季限以下的
1907600	1909180	可能开始假设
1909180	1910120	因为我们现在不知道说
1910120	1912240	台面下的这些贷款
1912240	1913420	到底大家跌了多高
1913420	1914420	我们只知道很高
1914420	1915700	可是我们不知道跌在哪里
1915700	1916480	我们不知道他们
1916480	1917340	什么时候会开始
1917340	1918420	感受到压力要丢
1918420	1919760	会不会触发一个连锁反应
1919760	1920420	这个还是要
1920420	1921580	稍微小心一点
1921580	1922820	那比较容易去
1922820	1924040	保护自己的方式就是
1924040	1925860	你去稍微注意一下形态
1925860	1927360	那个均线如果开始拉平
1927360	1928440	开始做一个头的
1928440	1929620	虽然这边讲起来
1929620	1930740	会有点有些人会觉得说
1930740	1932460	这个感觉像是现先的
1932460	1933880	可是我们真的会参考这些东西
1933880	1934900	就是价格的一些变化
1934900	1936320	其实还是蛮重要的
1936320	1937040	你不可以完全说
1937040	1938000	我就是fundamental
1938000	1939280	然后一个东西一直爆爆爆
1939280	1939960	因为很多时候
1939960	1941480	那个价格变化会跑在前面
1941480	1941980	然后类似说
1941980	1942780	大家还记不记得那时候
1942780	1943520	在去年
1943520	1945460	关税帝军要开始出权的时候
1945460	1946240	那时候三月不是
1946240	1947780	美股整天在往下跌
1947780	1948780	就整天跌
1948780	1949540	然后没有消息
1949540	1950600	然后跌到后来
1950600	1951720	我那时候的说法是说
1951720	1952560	就是我要找一个
1952560	1953840	还OK的反弹
1953840	1954900	我要有尊严的出去
1954900	1957260	那后来就是有去做一些调整
1957260	1958180	然后于是我们后面看到
1958180	1959340	这个关税帝军的事情
1959340	1960600	所以当一个下跌
1960600	1961860	假设它持续的蔓延
1961860	1962720	持续的发生的话
1962720	1963320	有时候消息
1963320	1964580	它其实是跟在后面的
1964580	1965800	这个可能大家自己也是要
1965800	1967180	稍微的注意一下
1967180	1967860	所以大概这样
1967860	1968920	但以现阶段来说
1968920	1969620	我相信九道读书人
1969620	1971460	他就是一个获利回吐的问题而已
1971460	1972980	只是说吐到什么时候
1972980	1973840	大家会受不了
1973840	1974820	然后开始去乱卖
1974820	1975420	这我们不知道
1975420	1976540	但一般来讲
1976540	1978420	如果他不小心的回到太深
1978420	1979800	接着反弹又弹不上去的话
1979800	1981540	就会有乱卖的一个情形
1981540	1983540	这可能自己要稍微注意一下
1983540	1984700	就自己的现金水位
1984700	1985540	你有东西要买的
1985540	1986780	要稍微先腾点钱出来
1986780	1987180	大概这样
1987180	1988880	好 接下来我们来进入QA的部分
1988880	1990200	因为在QA这边
1990200	1992260	我们平常是礼拜三走Spotify
1992260	1993220	然后礼拜六走Apple
1993220	1995280	可是像我刚刚限动发的
1995280	1996280	就是现在Apple的
1996280	1997640	它的QA不知道为什么
1997640	1998600	都没有再更新了
1998600	2000100	所以在未来的一阵子
2000100	2003080	我们都先三六都维持在Spotify这边
2003080	2004940	我们先尽量都在Spotify这边
2004940	2006160	如果后面有一些变动
2006160	2007360	再跟大家说
2007360	2007980	大概这样子
2007980	2026920	好像没有
2026920	2029060	就是你要么就停下来帮忙
2029060	2030540	要么就是你就离开
2030540	2031400	然后可能打个电话
2031400	2032400	可是就算你不打电话
2032400	2033500	应该也是很多人会打电话
2033500	2034800	因为他就是在路中间
2034800	2036240	所以就是二选一
2036240	2037960	我自己的话
2037960	2038780	会怎么样做呢
2038780	2039260	一般来讲
2039260	2041020	我应该是会停下来的那一个
2041020	2042340	但如果我今天车上
2042340	2043480	假设有载我小孩
2043480	2044620	又在高速公路的话
2044620	2046280	我应该是会绕开
2046280	2047000	然后再报警
2047000	2048700	所以我觉得你也不用对自己
2048700	2050340	可能给太大的压力
2050340	2051940	说好像你很冷漠的绕开
2051940	2052340	不是啊
2052340	2053020	就是说你可能
2053020	2054300	你也没注意到
2054300	2055840	或者你当下没有反应过来
2055840	2056800	那个不是你的错
2056800	2058080	不要再想太多了
2058080	2058580	下面一位
2058580	2060420	Tim MK哥您好
2060420	2062140	小弟最近工作刚满五年
2062140	2064340	现在在MTK过得不是很开心
2064340	2065220	想换工作
2065220	2066460	但是又有点不晓得
2066460	2067960	要追求钱还是自由
2067960	2069660	您的话肯定是选钱吧
2069660	2070920	不过您28岁的时候
2070920	2071800	也是一样吗
2071800	2072260	爱您
2072260	2073780	PS即使发哥
2073780	2075480	前阵子涨停了超多根
2075480	2076940	但是因为公司的制度
2076940	2077800	周遭的人
2077800	2079980	跟我大多数在三月就卖了
2079980	2081440	这个听起来是一个
2081440	2083120	非常令人难受的故事
2083120	2084740	刚刚前面讲到MTK
2084740	2085720	我被人家笑出来的原因
2085720	2087220	不是因为我想要嘲笑
2087220	2089460	因为我身边真的蛮多朋友在MTK
2089460	2091280	我跟MTK也有一点渊源
2091280	2093100	就是去他们公司也参访过
2093100	2094520	然后也有去那边演讲过
2094520	2096600	所以算是认识了蛮多那边的人
2096600	2097580	我是感觉他们看起来
2097580	2098400	都还蛮快乐的
2098400	2099820	虽然我讲这个的时候
2099820	2100800	我相信他们很多心中
2100800	2102380	一定是有一些OS要讲
2102380	2103800	大M铲鼠条
2103800	2105000	快乐铲鼠条
2105000	2105860	快乐赚钱
2105860	2107460	那以一个
2107460	2107840	怎么讲
2107840	2109040	年轻人的角度来讲
2109040	2110180	我会认为说
2110180	2111260	赚钱是比较重要的
2111260	2113320	就是我也很难去想象说
2113320	2115740	工作本身是会非常快乐的
2115740	2117060	只要这个工作本身
2117060	2119220	它不会让我觉得心理压力很大
2119220	2120180	每天看到老板
2120180	2121980	我就想他妈给他一个走急
2121980	2123700	或者说每天想到上班
2123700	2124680	我就很忧郁的话
2124680	2126040	那我会认为说
2126040	2127120	反正上班本身
2127120	2128120	我这样问一个话
2128120	2130320	谁是没事去上班的
2130320	2131160	你各位
2131160	2132720	谁是没事去上班的
2132720	2134140	除非说你是五六十岁
2134140	2135140	然后第二春在家
2135140	2135780	真的不知道干嘛
2135780	2136320	才跑去
2136320	2137500	绝大多数你上班
